ip,timestamp,request,status,size,user_agent
71.5.115.60,4/Aug/2024:17:53:48 +0000,PUT /products.html HTTP/1.1,200,2916,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
215.44.235.127,27/Aug/2024:05:15:57 +0000,POST /products.html HTTP/1.1,500,4248,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
178.83.165.162,12/Aug/2024:14:07:51 +0000,PUT /index.html HTTP/1.1,404,3573,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
114.132.205.232,9/Aug/2024:11:47:25 +0000,GET /contact.html HTTP/1.1,500,3497,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
241.218.28.132,1/Aug/2024:18:19:15 +0000,GET /services.html HTTP/1.1,200,564,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
36.130.172.217,23/Aug/2024:12:14:53 +0000,GET /login HTTP/1.1,302,4049,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
155.241.245.104,9/Aug/2024:04:11:10 +0000,PUT /pricing.html HTTP/1.1,302,976,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
215.64.57.237,5/Aug/2024:11:30:40 +0000,POST /contact.html HTTP/1.1,404,202,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
12.54.195.246,22/Aug/2024:11:24:48 +0000,GET /contact.html HTTP/1.1,404,912,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
197.171.149.238,4/Aug/2024:10:28:57 +0000,GET /contact.html HTTP/1.1,500,3876,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
80.78.50.187,18/Aug/2024:00:44:29 +0000,GET /pricing.html HTTP/1.1,200,4307,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
159.177.218.108,16/Aug/2024:01:11:07 +0000,GET /services.html HTTP/1.1,500,1458,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
249.140.251.33,12/Aug/2024:00:26:41 +0000,GET /products.html HTTP/1.1,500,1975,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
33.178.54.153,5/Aug/2024:13:01:54 +0000,GET /services.html HTTP/1.1,404,4477,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
22.201.219.101,11/Aug/2024:19:16:06 +0000,DELETE /about.html HTTP/1.1,200,3689,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
175.35.187.187,23/Aug/2024:16:34:26 +0000,DELETE /about.html HTTP/1.1,500,4126,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
33.75.124.145,23/Aug/2024:01:07:55 +0000,PUT /index.html HTTP/1.1,200,3472,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
249.181.60.112,12/Aug/2024:18:44:33 +0000,GET /products.html HTTP/1.1,302,3772,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
157.143.200.143,9/Aug/2024:16:39:17 +0000,PUT /services.html HTTP/1.1,200,3520,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
148.148.242.207,4/Aug/2024:07:30:12 +0000,GET /contact.html HTTP/1.1,302,283,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
72.29.202.219,17/Aug/2024:22:54:55 +0000,POST /about.html HTTP/1.1,302,3836,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
59.173.245.60,1/Aug/2024:21:10:30 +0000,GET /contact.html HTTP/1.1,404,800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
146.86.0.62,4/Aug/2024:20:14:46 +0000,PUT /index.html HTTP/1.1,500,360,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
75.20.181.189,6/Aug/2024:13:00:31 +0000,DELETE /index.html HTTP/1.1,404,2266,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
81.146.153.220,12/Aug/2024:20:30:42 +0000,PUT /services.html HTTP/1.1,404,1280,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
41.46.155.43,25/Aug/2024:11:07:51 +0000,DELETE /about.html HTTP/1.1,302,2298,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
66.103.169.164,5/Aug/2024:16:25:48 +0000,DELETE /services.html HTTP/1.1,200,2461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
158.141.44.110,14/Aug/2024:06:21:34 +0000,PUT /about.html HTTP/1.1,200,4748,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
216.217.200.56,24/Aug/2024:09:14:50 +0000,GET /contact.html HTTP/1.1,302,4480,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
191.217.196.117,23/Aug/2024:14:55:14 +0000,DELETE /index.html HTTP/1.1,200,4278,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
199.1.128.26,19/Aug/2024:11:50:49 +0000,PUT /login HTTP/1.1,500,3875,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
148.147.31.168,17/Aug/2024:13:07:31 +0000,GET /index.html HTTP/1.1,200,680,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
191.97.193.12,9/Aug/2024:03:01:49 +0000,GET /services.html HTTP/1.1,404,2537,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
215.254.26.112,11/Aug/2024:12:38:00 +0000,POST /pricing.html HTTP/1.1,302,1011,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
20.243.190.242,5/Aug/2024:17:23:38 +0000,PUT /contact.html HTTP/1.1,500,1470,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
171.24.239.171,1/Aug/2024:09:17:08 +0000,POST /products.html HTTP/1.1,200,1283,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
121.166.65.216,7/Aug/2024:18:35:27 +0000,GET /services.html HTTP/1.1,302,4805,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
72.231.99.244,1/Aug/2024:09:40:16 +0000,DELETE /about.html HTTP/1.1,302,1638,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
94.4.164.52,14/Aug/2024:23:26:21 +0000,POST /contact.html HTTP/1.1,302,3979,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
214.228.56.164,1/Aug/2024:13:40:04 +0000,GET /pricing.html HTTP/1.1,500,2928,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
87.169.241.12,14/Aug/2024:11:25:50 +0000,GET /index.html HTTP/1.1,404,3268,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
228.117.146.102,2/Aug/2024:18:47:36 +0000,DELETE /products.html HTTP/1.1,302,2557,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
161.236.151.112,23/Aug/2024:20:39:34 +0000,GET /index.html HTTP/1.1,200,3952,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
74.26.122.169,27/Aug/2024:10:00:25 +0000,GET /contact.html HTTP/1.1,500,3361,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
120.56.227.57,6/Aug/2024:06:15:59 +0000,GET /pricing.html HTTP/1.1,404,1803,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
38.17.193.161,12/Aug/2024:10:52:58 +0000,GET /services.html HTTP/1.1,302,2435,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
228.228.93.182,22/Aug/2024:01:11:50 +0000,POST /contact.html HTTP/1.1,404,3743,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
10.30.137.139,4/Aug/2024:18:25:05 +0000,POST /login HTTP/1.1,302,1958,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
147.137.5.242,2/Aug/2024:09:56:53 +0000,POST /pricing.html HTTP/1.1,500,1647,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
73.135.109.111,23/Aug/2024:20:38:26 +0000,DELETE /services.html HTTP/1.1,404,3038,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
43.26.123.252,4/Aug/2024:04:23:01 +0000,GET /contact.html HTTP/1.1,302,221,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
130.240.97.25,4/Aug/2024:21:48:59 +0000,PUT /products.html HTTP/1.1,302,2087,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
7.109.176.205,11/Aug/2024:22:15:38 +0000,POST /products.html HTTP/1.1,500,878,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
121.234.219.86,25/Aug/2024:04:10:32 +0000,DELETE /contact.html HTTP/1.1,500,4460,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
155.55.236.61,5/Aug/2024:07:05:34 +0000,GET /index.html HTTP/1.1,200,4155,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
56.158.176.40,23/Aug/2024:13:32:53 +0000,DELETE /services.html HTTP/1.1,302,4358,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
64.45.112.26,6/Aug/2024:16:12:21 +0000,PUT /products.html HTTP/1.1,500,1487,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
123.19.98.125,10/Aug/2024:14:13:56 +0000,GET /pricing.html HTTP/1.1,404,4477,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
222.106.138.143,11/Aug/2024:07:10:14 +0000,DELETE /about.html HTTP/1.1,404,654,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
117.50.238.172,4/Aug/2024:10:29:59 +0000,PUT /login HTTP/1.1,500,3827,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
123.121.10.200,25/Aug/2024:17:34:14 +0000,PUT /pricing.html HTTP/1.1,200,3229,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
105.52.187.254,24/Aug/2024:10:15:17 +0000,DELETE /index.html HTTP/1.1,404,3493,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
201.47.118.13,1/Aug/2024:02:28:53 +0000,DELETE /login HTTP/1.1,200,4055,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
168.77.12.247,3/Aug/2024:00:49:46 +0000,PUT /index.html HTTP/1.1,404,1500,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
75.61.75.47,12/Aug/2024:01:00:20 +0000,POST /products.html HTTP/1.1,500,2395,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
209.243.238.94,27/Aug/2024:02:33:31 +0000,GET /about.html HTTP/1.1,404,617,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
13.22.214.69,5/Aug/2024:02:01:49 +0000,POST /login HTTP/1.1,404,4666,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
234.97.44.252,1/Aug/2024:16:36:08 +0000,GET /services.html HTTP/1.1,404,4814,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
205.160.220.150,2/Aug/2024:21:40:15 +0000,GET /products.html HTTP/1.1,404,1484,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
137.216.228.249,22/Aug/2024:23:59:33 +0000,DELETE /about.html HTTP/1.1,200,2418,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
42.219.61.37,6/Aug/2024:19:23:26 +0000,DELETE /contact.html HTTP/1.1,404,4240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
252.89.134.246,22/Aug/2024:22:21:52 +0000,PUT /services.html HTTP/1.1,404,3247,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
191.229.23.231,6/Aug/2024:06:49:39 +0000,DELETE /index.html HTTP/1.1,404,2208,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
45.136.241.222,26/Aug/2024:02:13:16 +0000,GET /products.html HTTP/1.1,302,4781,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
13.56.15.190,16/Aug/2024:13:54:28 +0000,POST /login HTTP/1.1,302,3256,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
237.6.87.215,7/Aug/2024:11:59:11 +0000,GET /services.html HTTP/1.1,404,4058,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
117.6.77.121,3/Aug/2024:18:52:54 +0000,PUT /contact.html HTTP/1.1,500,2571,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
34.248.11.186,13/Aug/2024:09:16:14 +0000,GET /pricing.html HTTP/1.1,302,1993,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
75.90.234.23,9/Aug/2024:12:05:08 +0000,DELETE /services.html HTTP/1.1,302,835,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
212.36.135.206,8/Aug/2024:06:04:45 +0000,PUT /pricing.html HTTP/1.1,302,4974,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
123.5.128.240,26/Aug/2024:22:37:57 +0000,GET /contact.html HTTP/1.1,500,2460,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
12.140.118.191,10/Aug/2024:05:26:52 +0000,DELETE /login HTTP/1.1,200,2695,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
163.254.23.168,26/Aug/2024:03:11:41 +0000,POST /contact.html HTTP/1.1,302,2443,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
63.48.4.167,24/Aug/2024:02:34:46 +0000,GET /index.html HTTP/1.1,404,356,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
12.179.201.114,5/Aug/2024:13:34:29 +0000,POST /about.html HTTP/1.1,404,217,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
252.217.128.220,24/Aug/2024:06:18:33 +0000,POST /login HTTP/1.1,404,1329,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
144.69.227.200,10/Aug/2024:23:47:37 +0000,DELETE /about.html HTTP/1.1,500,4309,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
225.236.12.0,14/Aug/2024:10:29:11 +0000,PUT /contact.html HTTP/1.1,302,2888,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
135.219.158.48,27/Aug/2024:14:23:57 +0000,POST /login HTTP/1.1,200,3816,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
254.246.213.2,23/Aug/2024:20:59:24 +0000,DELETE /login HTTP/1.1,302,4393,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
61.26.64.38,21/Aug/2024:05:03:46 +0000,GET /products.html HTTP/1.1,200,273,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
253.169.171.80,17/Aug/2024:22:18:15 +0000,GET /login HTTP/1.1,200,2870,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
250.235.34.203,24/Aug/2024:19:21:44 +0000,POST /about.html HTTP/1.1,404,3923,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
214.30.109.111,26/Aug/2024:04:02:18 +0000,PUT /services.html HTTP/1.1,200,4659,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
106.145.77.102,16/Aug/2024:00:08:58 +0000,DELETE /login HTTP/1.1,500,3277,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
112.140.245.152,27/Aug/2024:07:13:03 +0000,DELETE /about.html HTTP/1.1,500,3464,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
179.70.132.73,12/Aug/2024:19:09:45 +0000,DELETE /products.html HTTP/1.1,404,3745,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
34.34.248.34,3/Aug/2024:20:02:41 +0000,PUT /pricing.html HTTP/1.1,404,1148,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
151.21.214.92,11/Aug/2024:09:36:14 +0000,DELETE /login HTTP/1.1,404,3580,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
193.144.135.20,3/Aug/2024:10:43:42 +0000,POST /services.html HTTP/1.1,500,2018,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
92.113.69.169,17/Aug/2024:14:56:42 +0000,GET /pricing.html HTTP/1.1,500,4835,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
255.2.106.94,9/Aug/2024:18:56:41 +0000,POST /contact.html HTTP/1.1,200,1085,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
23.23.157.73,13/Aug/2024:15:19:46 +0000,GET /about.html HTTP/1.1,302,4782,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
254.104.129.94,18/Aug/2024:08:28:27 +0000,DELETE /index.html HTTP/1.1,302,593,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
172.8.32.150,25/Aug/2024:13:58:53 +0000,PUT /products.html HTTP/1.1,200,3786,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
204.241.60.43,24/Aug/2024:07:41:30 +0000,POST /login HTTP/1.1,500,2844,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
1.112.219.83,9/Aug/2024:10:56:34 +0000,PUT /login HTTP/1.1,302,3995,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
16.59.67.250,22/Aug/2024:11:43:15 +0000,PUT /products.html HTTP/1.1,500,3976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
163.186.202.57,16/Aug/2024:10:12:18 +0000,POST /contact.html HTTP/1.1,200,4543,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
251.36.65.212,23/Aug/2024:13:33:37 +0000,GET /products.html HTTP/1.1,404,4402,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
32.226.103.66,17/Aug/2024:22:39:35 +0000,GET /pricing.html HTTP/1.1,404,2637,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
121.66.38.200,7/Aug/2024:07:00:46 +0000,PUT /services.html HTTP/1.1,404,3783,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
134.21.98.232,23/Aug/2024:19:50:16 +0000,DELETE /contact.html HTTP/1.1,302,4284,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
235.92.97.93,4/Aug/2024:15:57:19 +0000,PUT /contact.html HTTP/1.1,404,2828,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
176.73.171.156,1/Aug/2024:06:56:30 +0000,DELETE /services.html HTTP/1.1,302,2757,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
68.62.226.85,16/Aug/2024:13:42:06 +0000,PUT /products.html HTTP/1.1,500,2538,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
92.182.10.132,27/Aug/2024:17:05:23 +0000,PUT /products.html HTTP/1.1,404,1677,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
45.117.224.103,8/Aug/2024:12:13:53 +0000,PUT /contact.html HTTP/1.1,404,1211,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
184.235.216.133,20/Aug/2024:04:57:42 +0000,DELETE /pricing.html HTTP/1.1,404,862,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
97.56.0.116,6/Aug/2024:06:19:26 +0000,DELETE /contact.html HTTP/1.1,200,2095,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
156.87.155.14,15/Aug/2024:01:52:43 +0000,POST /services.html HTTP/1.1,404,1147,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
43.234.76.193,26/Aug/2024:00:11:18 +0000,GET /services.html HTTP/1.1,500,270,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
